Dt_Customer,Dt_Customer_day,Dt_Customer_month,Dt_Customer_year,Age_Customer,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Income,Monthly_Income,Monthly_Income_Group,Recency,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Qtd_Accepted,Accepted
2014-06-08,8,Jun,2014,37,1977,Master,Married,0,0,50353.0,4196.083333333333,between 3000 and 5000,72,67,153,15,31,141,35,1,4,6,4,3,0,0,0,0,0,0,0,0,No
2012-08-12,12,Aug,2012,48,1964,Graduation,Single,0,0,61839.0,5153.25,between 5000 and 7000,20,224,379,155,17,1000,120,1,8,4,4,8,0,0,0,0,0,0,0,0,No
2013-11-03,3,Nov,2013,53,1960,PhD,Married,1,1,49154.0,4096.166666666667,between 3000 and 5000,69,30,67,10,27,206,71,6,1,8,4,6,0,0,0,0,0,0,0,0,No
2013-02-15,15,Feb,2013,38,1975,2n Cycle,Widow,0,1,47682.0,3973.5,between 3000 and 5000,80,97,83,61,57,162,61,4,3,8,4,5,0,0,0,0,0,0,0,0,No
2013-09-18,18,Sep,2013,44,1969,Graduation,Single,0,1,72679.0,6056.583333333333,between 5000 and 7000,65,127,260,54,54,619,54,1,7,5,4,1,0,0,0,0,0,0,0,0,No
2014-06-18,18,Jun,2014,37,1977,Master,Together,1,1,57954.0,4829.5,between 3000 and 5000,52,0,24,4,0,456,9,7,2,6,8,7,0,0,0,0,1,0,0,1,Yes
2013-04-24,24,Apr,2013,51,1962,Graduation,Married,1,1,65316.0,5443.0,between 5000 and 7000,65,3,92,6,9,112,38,2,2,5,3,4,0,0,0,0,0,0,0,0,No
2013-06-17,17,Jun,2013,31,1982,Graduation,Single,1,0,28567.0,2380.5833333333335,between 1000 and 3000,57,2,22,3,2,11,6,2,0,3,2,6,0,0,0,0,0,0,0,0,No
2013-04-11,11,Apr,2013,62,1951,Master,Together,0,1,47352.0,3946.0,between 3000 and 5000,70,8,112,12,0,172,15,4,1,5,6,7,0,0,0,0,0,0,0,0,No
2014-01-18,18,Jan,2014,47,1967,Graduation,Together,0,1,44931.0,3744.25,between 3000 and 5000,0,0,11,0,0,78,7,1,1,3,2,5,0,0,0,0,0,0,0,0,No
2014-02-15,15,Feb,2014,47,1967,Graduation,Divorced,0,0,76982.0,6415.166666666667,between 5000 and 7000,19,65,292,151,60,464,30,1,3,4,8,4,0,0,0,0,0,1,1,2,Yes
2013-08-08,8,Aug,2013,61,1952,2n Cycle,Together,0,1,57247.0,4770.583333333333,between 3000 and 5000,50,37,32,4,54,99,6,2,1,7,2,2,0,0,0,0,0,0,0,0,No
2013-12-23,23,Dec,2013,32,1981,Master,Single,1,0,22944.0,1912.0,between 1000 and 3000,67,4,19,3,5,19,26,3,0,3,3,7,0,0,0,0,0,0,0,0,No
2013-11-07,7,Nov,2013,36,1977,2n Cycle,Together,1,0,25315.0,2109.5833333333335,between 1000 and 3000,46,11,8,9,3,1,22,3,0,3,3,8,0,0,0,0,0,0,0,0,No
2012-08-06,6,Aug,2012,43,1969,Graduation,Widow,0,1,43638.0,3636.5,between 3000 and 5000,37,7,83,10,19,63,19,2,1,4,4,7,0,0,0,0,0,0,0,0,No
2012-11-28,28,Nov,2012,28,1984,PhD,Single,1,0,42710.0,3559.1666666666665,between 3000 and 5000,38,4,42,3,3,252,102,2,5,3,4,6,0,0,0,0,0,0,0,0,No
2013-08-07,7,Aug,2013,31,1982,PhD,Married,0,0,84169.0,7014.083333333333,higher than 7000,9,0,403,19,19,1478,0,1,6,6,7,3,0,0,0,0,1,1,1,3,Yes
2013-06-04,4,Jun,2013,37,1976,Graduation,Together,0,1,54058.0,4504.833333333333,between 3000 and 5000,56,32,252,18,108,198,54,2,6,8,4,3,0,0,0,0,0,0,0,0,No
2014-03-08,8,Mar,2014,24,1990,2n Cycle,Married,1,0,24683.0,2056.9166666666665,between 1000 and 3000,98,6,10,4,7,8,6,2,0,4,2,5,0,0,0,0,0,0,0,0,No
2014-01-07,7,Jan,2014,50,1964,Graduation,Widow,0,0,85620.0,7135.0,higher than 7000,68,60,925,46,107,416,46,1,6,4,3,1,0,0,0,0,0,0,1,1,Yes
2013-12-03,3,Dec,2013,33,1980,Graduation,Married,1,0,47850.0,3987.5,between 3000 and 5000,72,20,43,7,12,42,10,1,0,4,3,6,0,0,0,0,0,0,0,0,No
2014-01-26,26,Jan,2014,46,1968,Graduation,Married,1,1,19514.0,1626.1666666666667,between 1000 and 3000,47,2,21,3,1,14,28,4,1,2,3,8,0,0,0,1,0,0,1,2,Yes
2014-03-29,29,Mar,2014,41,1973,Master,Married,1,1,27159.0,2263.25,between 1000 and 3000,33,0,3,0,0,17,1,2,0,3,1,6,0,0,0,0,0,0,0,0,No
2014-03-31,31,Mar,2014,51,1963,2n Cycle,Single,1,1,39548.0,3295.6666666666665,between 3000 and 5000,87,3,10,4,4,15,18,2,1,3,1,3,0,0,0,0,0,0,0,0,No
2014-04-08,8,Apr,2014,25,1989,Graduation,Single,1,0,21474.0,1789.5,between 1000 and 3000,0,11,24,16,0,6,34,2,1,2,3,7,0,0,0,1,0,0,1,2,Yes
2014-02-07,7,Feb,2014,43,1971,PhD,Single,0,1,60504.0,5042.0,between 5000 and 7000,73,6,24,0,4,458,34,2,2,8,6,6,0,0,0,0,0,0,0,0,No
2013-04-18,18,Apr,2013,50,1963,Graduation,Married,0,0,22419.0,1868.25,between 1000 and 3000,74,19,47,3,21,30,42,1,2,2,3,8,0,0,0,0,0,0,0,0,No
2013-11-06,6,Nov,2013,64,1949,Master,Married,0,0,81698.0,6808.166666666667,between 5000 and 7000,4,111,520,28,123,179,47,1,8,13,3,1,0,0,0,0,0,0,1,1,Yes
2012-09-12,12,Sep,2012,60,1952,Graduation,Together,1,1,43462.0,3621.8333333333335,between 3000 and 5000,50,15,97,17,6,90,15,6,1,5,4,8,0,0,0,0,0,0,0,0,No
2013-03-01,1,Mar,2013,35,1978,PhD,Single,1,0,54880.0,4573.333333333333,between 3000 and 5000,57,102,137,85,45,308,118,2,2,11,6,5,0,0,0,0,0,0,0,0,No
2013-04-05,5,Apr,2013,31,1982,Graduation,Married,0,0,79908.0,6659.0,between 5000 and 7000,30,29,761,129,185,557,111,1,6,7,5,2,0,0,0,0,0,1,0,1,Yes
2013-08-03,3,Aug,2013,43,1970,2n Cycle,Married,0,0,15315.0,1276.25,between 1000 and 3000,27,15,13,4,8,7,17,2,0,4,2,5,0,0,0,0,0,0,0,0,No
2013-05-22,22,May,2013,54,1959,Graduation,Together,0,1,87771.0,7314.25,higher than 7000,61,50,287,38,57,1492,33,1,10,4,5,6,0,1,1,0,1,1,1,5,Yes
2013-09-09,9,Sep,2013,35,1978,Graduation,Married,1,0,33039.0,2753.25,between 1000 and 3000,4,8,12,8,8,30,12,1,0,4,2,5,0,0,0,0,0,0,0,0,No
2013-06-16,16,Jun,2013,33,1980,Graduation,Single,0,0,81741.0,6811.75,between 5000 and 7000,75,58,940,153,134,249,38,0,6,7,6,2,0,0,0,0,0,0,0,0,No
2013-06-25,25,Jun,2013,42,1971,Master,Together,0,1,71499.0,5958.25,between 5000 and 7000,12,136,132,25,0,465,37,2,3,13,8,4,0,0,0,0,0,0,0,0,No
2014-01-15,15,Jan,2014,44,1970,2n Cycle,Married,0,1,62466.0,5205.5,between 5000 and 7000,13,168,259,129,121,129,83,5,3,12,6,4,0,0,0,0,0,0,0,0,No
2013-11-05,5,Nov,2013,50,1963,PhD,Divorced,0,1,48799.0,4066.5833333333335,between 3000 and 5000,9,28,81,18,6,174,24,3,2,7,3,3,0,0,0,0,0,0,0,0,No
2014-06-07,7,Jun,2014,64,1950,PhD,Together,0,1,52157.0,4346.416666666667,between 3000 and 5000,48,3,29,2,2,189,40,2,2,5,3,4,0,0,0,0,0,0,0,0,No
2012-12-05,5,Dec,2012,50,1962,Graduation,Single,0,1,66565.0,5547.083333333333,between 5000 and 7000,80,65,161,10,40,747,42,4,2,9,4,8,0,0,0,0,0,0,0,0,No
2013-09-07,7,Sep,2013,62,1951,Master,Together,1,1,29298.0,2441.5,between 1000 and 3000,60,2,2,0,0,6,1,1,0,2,1,5,0,0,0,0,0,0,0,0,No
2013-07-05,5,Jul,2013,34,1979,Graduation,Single,0,1,47691.0,3974.25,between 3000 and 5000,43,0,3,0,0,14,4,1,0,2,1,6,0,0,0,0,0,0,0,0,No
2012-12-07,7,Dec,2012,42,1970,Graduation,Together,1,1,38200.0,3183.3333333333335,between 3000 and 5000,19,0,4,0,0,12,1,1,0,2,1,7,0,0,0,0,0,0,0,0,No
2012-09-12,12,Sep,2012,38,1974,Graduation,Married,0,1,44989.0,3749.0833333333335,between 3000 and 5000,26,49,106,0,10,98,106,5,1,5,5,6,0,0,0,0,0,0,0,0,No
2014-01-27,27,Jan,2014,46,1968,PhD,Married,1,1,38443.0,3203.5833333333335,between 3000 and 5000,58,0,5,0,0,32,1,2,0,3,1,7,0,0,0,0,0,0,0,0,No
2013-09-13,13,Sep,2013,35,1978,2n Cycle,Single,1,0,38593.0,3216.0833333333335,between 3000 and 5000,42,17,49,12,24,51,24,3,1,3,4,8,0,0,0,0,0,0,0,0,No
2013-08-01,1,Aug,2013,43,1970,PhD,Together,0,1,64413.0,5367.75,between 5000 and 7000,27,0,44,5,10,200,20,1,1,5,5,5,0,0,0,0,0,0,0,0,No
2013-10-02,2,Oct,2013,32,1981,Master,Married,1,0,36959.0,3079.9166666666665,between 3000 and 5000,56,6,25,6,0,25,0,2,0,3,2,8,0,0,0,0,0,0,0,0,No
2013-01-31,31,Jan,2013,36,1977,PhD,Married,0,1,61996.0,5166.333333333333,between 5000 and 7000,27,0,144,12,0,1050,24,3,4,8,6,5,0,1,1,0,1,0,1,4,Yes
2014-04-01,1,Apr,2014,46,1968,Graduation,Married,1,1,51287.0,4273.916666666667,between 3000 and 5000,10,13,22,0,0,117,30,3,1,3,4,7,0,0,0,0,0,0,0,0,No
2013-08-23,23,Aug,2013,43,1970,Graduation,Married,1,1,13260.0,1105.0,between 1000 and 3000,48,10,17,4,2,9,7,4,0,3,3,8,0,0,0,0,0,0,0,0,No
2013-09-16,16,Sep,2013,47,1966,PhD,Together,1,1,47472.0,3956.0,between 3000 and 5000,39,0,11,0,0,56,8,2,0,4,2,5,0,0,0,0,0,0,0,0,No
2013-07-09,9,Jul,2013,57,1956,Master,Together,1,1,54603.0,4550.25,between 3000 and 5000,85,17,46,13,2,145,4,6,2,4,4,7,0,0,0,0,0,0,0,0,No
2012-11-10,10,Nov,2012,38,1974,PhD,Married,1,1,45207.0,3767.25,between 3000 and 5000,64,0,10,0,0,203,2,5,1,6,3,6,0,0,0,0,1,0,0,1,Yes
2013-03-18,18,Mar,2013,62,1951,Graduation,Together,0,1,40689.0,3390.75,between 3000 and 5000,69,39,27,3,6,270,99,7,1,5,7,8,0,0,0,0,0,0,0,0,No
2013-10-20,20,Oct,2013,46,1967,2n Cycle,Together,1,1,47821.0,3985.0833333333335,between 3000 and 5000,54,6,16,0,6,9,10,1,0,3,1,8,0,0,0,0,0,0,0,0,No
2013-04-15,15,Apr,2013,62,1951,Master,Married,0,0,27450.0,2287.5,between 1000 and 3000,57,8,23,12,11,37,52,1,1,3,2,7,0,0,0,0,0,0,0,0,No
2014-04-03,3,Apr,2014,31,1983,Graduation,Together,1,0,39453.0,3287.75,between 3000 and 5000,64,0,7,0,0,46,2,2,0,3,2,6,0,0,0,0,0,0,0,0,No
2014-04-18,18,Apr,2014,43,1971,2n Cycle,Together,1,1,26850.0,2237.5,between 1000 and 3000,10,7,13,1,2,31,9,4,1,4,2,4,0,0,0,0,0,0,0,0,No
2012-09-23,23,Sep,2012,57,1955,Graduation,Widow,0,0,79800.0,6650.0,between 5000 and 7000,65,32,530,21,0,1060,224,1,11,5,5,3,0,1,0,1,0,1,1,4,Yes
2013-09-14,14,Sep,2013,52,1961,Master,Married,0,1,61794.0,5149.5,between 5000 and 7000,74,54,188,47,47,264,11,2,4,10,4,2,0,0,0,0,0,0,0,0,No
2014-05-17,17,May,2014,59,1955,Graduation,Together,0,1,53863.0,4488.583333333333,between 3000 and 5000,4,6,30,4,4,399,30,3,1,7,7,7,0,0,0,0,1,0,0,1,Yes
2013-08-20,20,Aug,2013,54,1959,Graduation,Together,0,0,24221.0,2018.4166666666667,between 1000 and 3000,94,2,9,9,5,8,22,1,1,3,1,4,0,0,0,0,0,0,0,0,No
2012-10-12,12,Oct,2012,28,1984,PhD,Single,1,0,39684.0,3307.0,between 3000 and 5000,41,6,35,0,4,19,17,2,1,2,2,7,1,0,0,0,0,0,1,1,Yes
2012-12-12,12,Dec,2012,37,1975,Master,Married,0,0,92163.0,7680.25,higher than 7000,25,106,797,183,163,817,20,0,11,5,5,2,0,1,0,0,0,1,1,3,Yes
2013-11-10,10,Nov,2013,48,1965,Master,Single,0,0,69882.0,5823.5,between 5000 and 7000,94,132,635,127,127,292,165,1,7,9,3,1,0,0,0,0,0,0,0,0,No
2014-01-30,30,Jan,2014,37,1977,Graduation,Together,1,0,33178.0,2764.8333333333335,between 1000 and 3000,9,11,2,6,2,12,16,1,0,3,1,4,0,0,0,0,0,0,0,0,No
2013-09-11,11,Sep,2013,41,1972,PhD,Married,0,0,59973.0,4997.75,between 3000 and 5000,47,20,168,30,34,130,0,1,4,7,3,1,0,0,0,0,0,0,0,0,No
2013-09-19,19,Sep,2013,38,1975,Master,Together,1,0,17459.0,1454.9166666666667,between 1000 and 3000,12,3,16,4,10,6,30,3,1,2,3,7,0,0,0,0,0,0,1,1,Yes
2012-10-26,26,Oct,2012,43,1969,Graduation,Divorced,1,0,23910.0,1992.5,between 1000 and 3000,80,7,18,12,1,16,13,1,0,3,2,7,0,0,0,0,0,0,0,0,No
2013-10-19,19,Oct,2013,44,1969,Master,Married,1,1,42169.0,3514.0833333333335,between 3000 and 5000,20,0,9,0,0,19,2,2,0,3,1,8,0,0,0,0,0,0,0,0,No
2013-06-04,4,Jun,2013,35,1978,2n Cycle,Married,1,0,26224.0,2185.3333333333335,between 1000 and 3000,39,13,15,7,9,4,15,3,1,3,2,6,0,0,0,0,0,0,0,0,No
2012-08-17,17,Aug,2012,31,1981,Graduation,Together,1,0,31089.0,2590.75,between 1000 and 3000,57,2,31,3,8,31,4,3,0,4,3,8,0,0,0,0,0,0,0,0,No
2013-02-21,21,Feb,2013,52,1961,Graduation,Single,0,1,30081.0,2506.75,between 1000 and 3000,27,0,2,0,0,36,4,1,0,3,1,7,0,0,0,0,0,0,0,0,No
2012-08-31,31,Aug,2012,52,1960,Graduation,Together,0,1,62807.0,5233.916666666667,between 5000 and 7000,83,10,135,28,21,526,99,3,3,12,5,5,0,0,0,0,0,0,0,0,No
2013-09-17,17,Sep,2013,58,1955,Graduation,Single,0,0,72906.0,6075.5,between 5000 and 7000,79,71,519,32,75,400,54,1,4,9,3,1,0,0,0,0,0,0,0,0,No
2012-12-09,9,Dec,2012,64,1948,PhD,Married,0,2,61467.0,5122.25,between 5000 and 7000,69,0,114,16,5,410,49,3,2,10,5,5,0,0,0,0,0,0,0,0,No
2013-01-26,26,Jan,2013,47,1966,Master,Together,1,1,49618.0,4134.833333333333,between 3000 and 5000,77,4,26,3,2,80,14,4,1,3,3,7,0,0,0,0,0,0,0,0,No
2012-12-29,29,Dec,2012,26,1986,Master,Single,1,0,21888.0,1824.0,between 1000 and 3000,15,2,46,10,3,88,64,4,1,2,5,10,0,0,0,0,0,0,1,1,Yes
2014-02-11,11,Feb,2014,41,1973,Graduation,Widow,0,1,42429.0,3535.75,between 3000 and 5000,99,2,6,0,0,55,4,2,1,3,1,5,0,0,0,0,0,0,0,0,No
2013-03-11,11,Mar,2013,57,1956,Graduation,Divorced,2,1,26150.0,2179.1666666666665,between 1000 and 3000,61,3,13,1,5,5,1,1,0,3,1,7,0,0,0,0,0,0,0,0,No
2012-10-26,26,Oct,2012,37,1975,Basic,Married,0,1,30801.0,2566.75,between 1000 and 3000,23,15,5,4,2,8,11,2,0,3,1,7,0,0,0,0,0,0,0,0,No
2014-05-07,7,May,2014,49,1965,Graduation,Married,0,0,81168.0,6764.0,between 5000 and 7000,84,147,592,0,22,410,22,1,4,7,6,3,0,1,0,0,0,0,0,1,Yes
2013-08-19,19,Aug,2013,44,1969,Master,Single,0,0,26877.0,2239.75,between 1000 and 3000,74,20,76,13,18,101,40,2,1,6,3,6,0,0,0,0,0,0,0,0,No
2013-07-18,18,Jul,2013,69,1944,Master,Widow,0,0,45006.0,3750.5,between 3000 and 5000,90,16,53,25,0,162,10,1,1,7,3,3,0,0,0,0,0,0,0,0,No
2012-12-11,11,Dec,2012,39,1973,Basic,Married,1,0,18978.0,1581.5,between 1000 and 3000,41,4,1,8,7,2,15,1,0,3,1,8,0,0,0,0,0,0,0,0,No
2013-10-28,28,Oct,2013,46,1967,Graduation,Married,2,1,22574.0,1881.1666666666667,between 1000 and 3000,28,2,8,0,0,25,2,2,0,3,2,7,0,0,0,0,0,0,0,0,No
2012-11-09,9,Nov,2012,43,1969,PhD,Single,0,0,48240.0,4020.0,between 3000 and 5000,73,64,248,91,49,389,41,3,3,13,6,5,0,0,0,0,0,0,1,1,Yes
2013-07-26,26,Jul,2013,39,1974,Graduation,Married,1,1,45837.0,3819.75,between 3000 and 5000,88,17,87,13,17,215,24,5,2,5,6,7,0,0,0,0,0,0,0,0,No
2013-05-06,6,May,2013,48,1965,Master,Single,2,1,35791.0,2982.5833333333335,between 1000 and 3000,94,0,5,0,0,27,3,2,0,3,1,8,0,0,0,0,0,0,0,0,No
2013-06-03,3,Jun,2013,37,1976,PhD,Together,1,1,162397.0,13533.083333333334,higher than 7000,31,2,16,1,1,85,2,0,0,1,0,1,0,0,0,0,0,0,0,0,No
2013-03-18,18,Mar,2013,35,1978,Graduation,Widow,1,1,54162.0,4513.5,between 3000 and 5000,31,6,10,6,5,5,10,1,0,3,1,4,0,0,0,0,0,0,0,0,No
2012-08-17,17,Aug,2012,52,1960,Master,Married,0,1,30522.0,2543.5,between 1000 and 3000,6,19,83,8,11,179,26,5,2,9,1,2,0,0,0,0,0,0,0,0,No
2013-07-11,11,Jul,2013,52,1961,PhD,Married,0,1,54456.0,4538.0,between 3000 and 5000,23,10,27,0,0,352,15,3,1,7,6,6,0,0,0,0,0,0,0,0,No
2013-07-14,14,Jul,2013,42,1971,Graduation,Single,0,0,31632.0,2636.0,between 1000 and 3000,92,11,12,8,15,17,32,1,1,2,2,7,0,0,0,0,0,0,0,0,No
2014-03-10,10,Mar,2014,65,1949,Graduation,Widow,0,0,72298.0,6024.833333333333,between 5000 and 7000,52,58,169,35,17,625,35,1,3,6,4,1,0,0,0,0,1,1,0,2,Yes
2013-12-28,28,Dec,2013,35,1978,2n Cycle,Single,1,0,36975.0,3081.25,between 3000 and 5000,50,0,11,6,4,10,2,1,0,3,1,7,0,0,0,0,0,0,0,0,No
2013-06-03,3,Jun,2013,58,1955,2n Cycle,Married,0,0,72635.0,6052.916666666667,between 5000 and 7000,54,104,323,22,35,390,107,1,8,6,6,3,0,1,0,0,0,0,0,1,Yes
2013-01-20,20,Jan,2013,37,1976,Graduation,Married,1,0,13624.0,1135.3333333333333,between 1000 and 3000,93,2,15,2,1,10,6,2,0,3,2,6,0,0,0,0,0,0,0,0,No
2013-06-03,3,Jun,2013,38,1975,Graduation,Single,0,1,84196.0,7016.333333333333,higher than 7000,56,231,507,63,31,215,190,1,4,7,8,3,0,0,0,0,0,0,0,0,No
2012-09-21,21,Sep,2012,52,1960,Graduation,Together,0,1,70971.0,5914.25,between 5000 and 7000,28,93,572,17,125,1001,17,7,11,5,11,7,0,0,0,0,0,0,1,1,Yes
2012-09-06,6,Sep,2012,35,1977,PhD,Divorced,1,1,34487.0,2873.9166666666665,between 1000 and 3000,94,24,33,18,1,19,8,3,0,3,3,9,0,0,0,0,0,0,0,0,No
2012-12-18,18,Dec,2012,35,1977,Graduation,Single,1,0,28769.0,2397.4166666666665,between 1000 and 3000,76,10,129,5,3,41,3,3,1,4,4,9,0,0,0,0,0,0,0,0,No
2013-11-19,19,Nov,2013,43,1970,PhD,Married,1,0,69084.0,5757.0,between 5000 and 7000,43,39,199,107,30,1181,30,2,3,13,7,8,0,0,0,0,0,0,0,0,No
2014-06-13,13,Jun,2014,56,1958,PhD,Together,0,0,65488.0,5457.333333333333,between 5000 and 7000,46,36,207,45,18,603,54,1,4,6,3,1,0,0,0,0,0,0,0,0,No
2014-01-15,15,Jan,2014,44,1970,2n Cycle,Married,0,1,62466.0,5205.5,between 5000 and 7000,13,168,259,129,121,129,83,5,3,12,6,4,0,0,0,0,0,0,0,0,No
2014-02-15,15,Feb,2014,54,1960,2n Cycle,Single,0,0,32218.0,2684.8333333333335,between 1000 and 3000,27,13,15,24,1,10,30,1,1,3,2,7,0,0,0,1,0,0,1,2,Yes
2013-04-18,18,Apr,2013,40,1973,Graduation,Single,0,0,83917.0,6993.083333333333,between 5000 and 7000,12,42,732,22,198,514,79,1,7,7,6,3,0,0,0,0,0,0,1,1,Yes
2014-03-10,10,Mar,2014,52,1962,Graduation,Divorced,2,1,46102.0,3841.8333333333335,between 3000 and 5000,3,0,1,0,0,14,1,1,0,2,1,7,0,0,0,0,0,0,0,0,No
2013-06-04,4,Jun,2013,61,1952,Graduation,Single,0,0,84574.0,7047.833333333333,higher than 7000,72,38,713,20,54,387,163,1,11,11,9,5,0,0,0,0,0,0,0,0,No
2013-01-08,8,Jan,2013,51,1962,Graduation,Married,0,1,56181.0,4681.75,between 3000 and 5000,6,8,69,103,44,121,48,1,2,7,4,4,0,0,0,0,0,0,0,0,No
2012-09-28,28,Sep,2012,62,1950,Master,Divorced,0,1,63120.0,5260.0,between 5000 and 7000,53,54,279,69,41,965,69,5,4,9,8,7,0,0,0,0,0,0,1,1,Yes
2013-11-06,6,Nov,2013,42,1971,Graduation,Married,0,1,73691.0,6140.916666666667,between 5000 and 7000,58,85,250,21,43,707,73,2,2,8,6,2,0,0,0,1,0,0,0,1,Yes
2012-10-05,5,Oct,2012,52,1960,Graduation,Together,0,1,63381.0,5281.75,between 5000 and 7000,78,33,142,50,50,571,159,4,5,13,4,2,0,0,0,0,0,0,0,0,No
2014-05-13,13,May,2014,66,1948,PhD,Together,0,0,76140.0,6345.0,between 5000 and 7000,57,17,653,66,0,586,26,1,9,6,5,2,0,0,0,0,0,0,0,0,No
2012-12-30,30,Dec,2012,53,1959,PhD,Divorced,0,1,62859.0,5238.25,between 5000 and 7000,37,16,102,89,12,1063,25,4,4,6,9,6,0,0,0,0,0,0,0,0,No
2013-05-07,7,May,2013,49,1964,Graduation,Single,0,1,45906.0,3825.5,between 3000 and 5000,20,4,27,3,3,305,144,2,4,4,5,5,0,0,0,1,0,0,0,1,Yes
2013-03-10,10,Mar,2013,66,1947,Master,Together,0,0,77632.0,6469.333333333333,between 5000 and 7000,73,0,758,105,42,1200,147,1,2,6,4,2,0,0,0,0,1,1,1,3,Yes
2013-08-18,18,Aug,2013,42,1971,PhD,Married,1,1,46463.0,3871.9166666666665,between 3000 and 5000,56,8,40,2,11,163,11,7,1,6,3,6,0,0,0,0,0,0,0,0,No
2013-01-21,21,Jan,2013,43,1970,Graduation,Together,0,0,105471.0,8789.25,higher than 7000,36,202,104,181,21,1009,207,0,8,13,9,3,0,1,0,0,0,1,1,3,Yes
2013-12-13,13,Dec,2013,43,1970,Master,Divorced,1,0,55282.0,4606.833333333333,between 3000 and 5000,9,8,73,6,4,125,19,1,1,6,3,4,0,0,0,0,0,0,0,0,No
2014-05-23,23,May,2014,37,1977,Master,Married,0,1,78710.0,6559.166666666667,between 5000 and 7000,42,119,152,0,50,721,50,3,6,12,7,4,0,0,0,0,0,0,0,0,No
2013-09-16,16,Sep,2013,55,1958,Graduation,Together,0,1,66886.0,5573.833333333333,between 5000 and 7000,28,41,62,4,31,315,146,2,1,7,7,5,0,0,0,0,0,0,0,0,No
2014-02-17,17,Feb,2014,54,1960,Master,Single,0,0,98777.0,8231.416666666666,higher than 7000,23,125,711,19,115,1000,38,0,6,9,4,1,0,0,0,0,1,0,0,1,Yes
2012-08-27,27,Aug,2012,27,1985,Graduation,Together,1,0,29103.0,2425.25,between 1000 and 3000,38,6,17,0,3,16,6,2,0,3,1,9,0,0,0,0,0,0,0,0,No
2012-08-12,12,Aug,2012,38,1974,Graduation,Married,0,1,67445.0,5620.416666666667,between 5000 and 7000,63,29,217,80,80,757,11,5,6,12,9,6,0,0,0,0,0,0,0,0,No
2014-04-13,13,Apr,2014,64,1950,PhD,Together,0,1,50616.0,4218.0,between 3000 and 5000,71,0,25,2,1,30,9,1,1,4,1,2,0,0,0,0,0,0,0,0,No
2012-08-03,3,Aug,2012,57,1955,Graduation,Divorced,0,1,49431.0,4119.25,between 3000 and 5000,9,26,100,3,0,219,17,2,1,5,7,8,0,0,0,0,0,0,0,0,No
2014-02-07,7,Feb,2014,39,1975,Graduation,Divorced,0,0,153924.0,12827.0,higher than 7000,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
2014-01-04,4,Jan,2014,61,1953,Graduation,Together,0,1,61278.0,5106.5,between 5000 and 7000,87,2,28,3,6,111,15,2,1,4,3,6,0,0,0,0,0,0,0,0,No
2012-09-22,22,Sep,2012,54,1958,2n Cycle,Together,0,0,26490.0,2207.5,between 1000 and 3000,92,21,52,47,20,45,25,2,1,5,3,6,0,0,0,0,0,0,0,0,No
2013-08-31,31,Aug,2013,66,1947,PhD,Together,0,1,73059.0,6088.25,between 5000 and 7000,36,0,420,112,82,410,71,1,3,13,9,4,0,0,0,0,0,0,0,0,No
2013-10-21,21,Oct,2013,47,1966,PhD,Single,1,2,46734.0,3894.5,between 3000 and 5000,86,6,39,1,1,100,76,4,2,3,3,6,0,0,0,1,0,0,0,1,Yes
2012-12-07,7,Dec,2012,49,1963,Graduation,Together,0,1,56253.0,4687.75,between 3000 and 5000,83,7,65,0,11,509,5,4,2,9,7,6,0,0,0,0,0,0,0,0,No
2013-11-14,14,Nov,2013,28,1985,Graduation,Married,1,0,19986.0,1665.5,between 1000 and 3000,74,0,5,6,2,3,6,1,0,3,0,7,0,0,0,0,0,0,0,0,No
2013-12-25,25,Dec,2013,38,1975,Graduation,Widow,0,1,58330.0,4860.833333333333,between 3000 and 5000,87,104,213,53,98,445,151,1,4,13,6,4,0,0,0,0,0,0,0,0,No
2012-09-07,7,Sep,2012,32,1980,Basic,Married,0,0,25965.0,2163.75,between 1000 and 3000,29,41,11,2,7,2,11,1,0,3,2,8,0,0,0,0,0,0,0,0,No
2013-01-01,1,Jan,2013,57,1956,Master,Together,0,0,14661.0,1221.75,between 1000 and 3000,88,6,11,1,2,4,2,1,0,3,1,6,0,0,0,0,0,0,0,0,No
2012-12-28,28,Dec,2012,53,1959,Graduation,Married,0,0,18690.0,1557.5,between 1000 and 3000,77,23,7,1,4,6,19,1,1,2,1,8,0,0,0,0,0,0,0,0,No
2013-05-16,16,May,2013,39,1974,PhD,Together,0,1,45068.0,3755.6666666666665,between 3000 and 5000,25,0,3,0,0,14,3,1,0,2,1,7,0,0,0,0,0,0,0,0,No
2013-09-25,25,Sep,2013,26,1987,Basic,Single,1,0,21063.0,1755.25,between 1000 and 3000,34,19,11,10,3,1,15,2,0,3,2,6,0,0,0,0,0,0,0,0,No
2013-05-09,9,May,2013,45,1968,PhD,Married,1,0,29187.0,2432.25,between 1000 and 3000,43,0,6,0,0,26,2,1,0,3,1,8,0,0,0,0,0,0,0,0,No
